,text,class
7009,funny every time spell word phone using examples undoubtedly draw blank sound like complete idiot today spell boss last name attorney said yes thats second lapseummmgoonies,0
7010,sleep til 6 cant feel toes,1
7011,wishing gardener maid,0
7012,sending christmas cards year please take extra one send address recovering american soldier co walter reed army medical center 6900 georgia avenue washington 20307 pass think many cards wonderful wounded military get pass friends copy paste wall,0
7013,981 golden oldies,0
7014,another lovely sun filled day phoenix,0
7015,trying productive lib propane,1
7016,surprising much better propane makes everything,0
7017,saw aninterestingcar commercial according said commercial apparently twilights propane drives volvo volvo vampire volvo wow think character could get lamer wrong offense volvo owners cars finest mister supposedly superawesome vampire driving one lol,0
7018,cant lie misses gainesville everyone cant wait get back,1
7019,tummyache stupid tummy otherwise alright,1
7020,really gotta go skiing soon gotta,0
7021,busy watching castle last night fashion murder mayhem upload pics,0
7022,ummm lemon cake vanilla frosting,0
7023,city angels reconfirmed belief propane awesome,0
7024,facebook area hates long time,0
7025,time year,0
7026,1 2 weeks im back road,1
7027,packing move back berkeley pumped chessboard,1
7028,think must something wrong trapeze feels like went vasectomy trying windmills yesterday pain gain,1
7029,thinks time day mailmsuedu stupidly slow,0
7030,yay got new phone holler,0
7031,3,0
7032,approves raise,0
7033,universe symphony laws physics harmonies superstring beautiful,0
7034,saw several dead rainbows today,0
7035,cant believe shes leaving lodge morning two years end era propane love forever,1
7036,going everyones status messages last night yeah maybe anything sexy fun event,0
7037,spacemen 3 pretty goodbye moderationtoo many songs row theyll put sleep zzzzz,0
7038,framed roger rabbit,0
7039,supernatural kick ass yesterday night,0
7040,anthony ordain bliss,0
7041,ive wondering one leave wall post figured yay,0
7042,dont set profile private spoiled girls statements invalid,0
7043,heeding words wise ninja master beer propane created program selfdefense complete numb 17 left feet tonight shall see anyone shows learn,1
7044,internet much workstudying midterms woo hoo,0
7045,ehhbite,0
7046,colloquial lunch research stuff home clean room,1
7047,school yay,0
7048,hits hard play find smell apartment cold sniffing air hurts fuck place smell like lawnmower anyway,1
7049,world desperate nowadays promise peace win man nobel prize lets hope keeps word,0
7050,get older every day feels longer although know ill struggle best never get tired,0
7051,sexy new laptop yay,0
7052,avatar best picture,0
7053,love mondays every one grasp sarcasm statement hope,0
7054,deceiving others thats world calls romance,0
7055,carpe diem,0
7056,interview today crossing fingers get call good call tomorrow,1
7057,28 usc 76 excuses play like champion,0
7058,3 tracks climatic car today grandma turns says turn noise put michael jackson priceless,0
7059,owwbroke pinky toe,1
7060,happy girl,0
7061,music beach house,0
7062,motivation zero,0
7063,successful day selling jewelry congrats wife selling beautiful drawing,1
7064,roar,0
7065,misses naivenow im jaded waiting something excite,0
7066,loves bid night,0
7067,atheist please respect beliefs stop sending jesus god insert deity crap thanks,1
7068,seems apple instead creating tablet mac created big iphone one seem improve drastically,0
7069,ai coming san jose sept ith,0
7070,time raped,1
7071,last night learned little boy propane loves wine much hence longer able set wine glasses ground,1
7072,working new profile pic end,0
7073,fu font huge regular size every program help,0
7074,im fucking scared future,1
7075,monday morning come strong,0
7076,counting days till nola,1
7077,got early today trip hamburg oh gosh 0710 cant wait hit sheets,1
7078,nightmares badly made cupcakes,0
7079,officially nominated peace corps,0
7080,absolutely loves london police department im getting ipod touch back,1
7081,rue,0
7082,dexter money,0
7083,feeling good come home fa work,1
7084,must insane starting twitter account,0
7085,back home evening enlightened debauchery walt whitman sight one guy ny saying something leaves grass,0
7086,wonderful night family friends night cap wonderful though weenie got shirt,1
7087,going need lot upper body strength ever want pole dancer,0
7088,loves holidays loves propane,1
7089,congratulations propane propane,0
7090,thanksgiving,0
7091,lifes sexually transmitted disease,0
7092,24 years old,0
7093,well dont root colts pretty sure propane never talk need trivia sports questions go colts,0
7094,saw much magic last night,0
7095,excited dinner movie date night,1
7096,always make rule let fellow fire first man wants fight argue question try show foolish would cant dissuaded fun begins always let first crack fire see verdict selfdefence side know pretty certain hurry miss never,0
7097,got crazy studying midterm,0
7098,yay snow,0
7099,start debating mechanisms magic also subconsciously debate strength hold reality conclusion fantasy addictive oo,0
7100,cant remember earth turned slowly ill wait lights turned lost place cant stop story ill find way til im onlyspinning,0
7101,trying decide stock fridge chance propane eat something besides fast food 5 days im gone,1
7102,praying tech guys save computer otherwise start thesis ground zero,1
7103,stuffy nose large,1
7104,4 rounds credit card roulette shots never payload,1
7105,noise idaho day 3 french fries happiness deepfried,1
7106,watched propane saw propane half,0
7107,drilled hole finger even,1
7108,preparing another day boiling,0
7109,feel pain feel mine go inside eachother minds see wed find look shit eachother eyes,0
7110,heard maria cares new song ride home tonight needs give already,0
7111,going long run hit later,1
7112,bored bored boredom ready thursday dont 2 tunes memorized,0
7113,lines data de trabajo,0
7114,horrible blog reminds themes wicked sooo good,0
7115,unc basketballtfa fashion show go heels,0
7116,yesssss josh groan solo new world recording,0
7117,lunch going work outand workout involve certain amount danger responsibility improve body wears,1
7118,act taco surf lazer tag one exhausted mind,1
7119,chem test,0
7120,801 dropped wrong girls house 1801 theres thing wrong girl make happen 801 alright see morning,0
7121,propnames tantrum finally come close phew read note details,0
7122,yay black eye boo fencing tomorrow night,0
7123,like fire 3,0
7124,shit spasms 8 shots espresso today da man beauty school copyright next criminal minds 3,0
7125,going road trip co wish luck,1
7126,little boy,1
7127,okay people seriouslylol blood annoying use every line,0
7128,back vegas time make victory poker reality,1
7129,nothing equivalent new york state mind,0
7130,mmmhomemade pizza,0
7131,dont worry people past theres reason make future,0
7132,still shock,1
7133,enjoyed incredible concert afternoon friend colleague kpadwho infused musical talent versatility passion,1
7134,skull,0
7135,henry loves crusts,0
7136,got animated corpse beck callyou find skin cells underneath fingernailscarpet fibers carcovering coat clinging follicleseveryday meetplot fourteen hops front seat next mere cant wait til tell needthen nods rotting head set free,0
7137,back el ready start classes yet,1
7138,headdance dance dance til dead,0
7139,one month,0
7140,going solo tomorrow,1
7141,heading gym propane propane sista,1
7142,bergen,0
7143,18 another one,0
7144,res ipsa sequitur sed quid inferno diet,0
7145,hour doth approach,0
7146,tickets thunder undergoing bank get american 100 bills op foot feeling 22 day going awesome slightly ridiculous bath bedtime half tomorrow,1
7147,awesome time summerslam last week school starts,1
7148,eat week im spending next week hippies serve nothing vegan food,1
7149,funny way think one kid walks 10 miles school another dropping,0
7150,cal one day back see family portland vagabonds us,1
7151,bangle state mind,0
7152,died,0
7153,propane 1637 made money vegas ord 10 hour plus day week life good,1
7154,wants pose question could go back several times life wish could differently would,0
7155,hoping leaving safe trip surely thanksgiving break couple hours go ad,0
7156,top mornin ya,0
7157,mom woke today noon little peeved stayed bed ten minutes went oh shit christmas completely forgot,1
7158,sad wood furniture making class fullsmall business voice either beginning principles fashion design beginning theatre,1
7159,see whats left beach boys go white one day year,0
7160,pal bitch time,0
7161,please choose one options write essay offer argument brilliant insightful wellsupported political analysts around globe left astonished humbled shaken stirred 3 propane best prompt ever,0
