uri,text,Incomprensibile,Non sensibile,Non so,Sensibile,class
5817,making class schedule everything closes fast hard work blahhhh,0,1,1,1,0
5818,good feeling things going,0,1,0,2,1
5819,love mom arent proud say thank mom helping great person today please copy paste profile expect see many times page people longer moms appreciate dont salute mom moment silence love mom miss everydaysee foresee,0,3,0,0,0
5820,way early agh,0,2,0,1,0
5821,aoccdrnig rscheearch cambridge uinervtisy sent matter order letters word iproamtnt thing fruit last later rohit place bcuseae human mind read evey letter word love read spot wall 55 please,1,2,0,0,0
5822,weather needs like thisboooo,0,3,0,0,0
5823,finished final developmental psychology,0,2,0,1,0
5824,disneyland propane today,0,0,0,3,1
5825,summer goes fast,0,2,0,1,0
5826,cities,0,1,1,1,0
5827,excited mom day trip,0,0,0,3,1
5828,wanna go back work vacation,0,0,0,3,1
5829,dentist todayyay,0,0,0,3,1
5830,work work work,0,1,0,2,1
5831,last cabin trip summer sad,0,0,1,2,1
5832,busyalways,0,2,0,1,0
5833,goin north,0,0,2,1,0
5834,love snow,0,3,0,0,0
5835,got rebranded rebranded someonesurprising,2,1,0,0,0
5836,excited boundary waters trip,0,1,0,2,1
5837,back cities,0,1,0,2,1
5838,watching love lucy,0,2,0,1,0
5839,cities,0,1,1,1,0
5840,wanna go back,0,2,1,0,0
5841,leading day camp,0,2,0,1,0
5842,tired,0,1,1,1,0
5843,3 weeks happened,0,2,0,1,0
5844,math,0,2,1,0,0
5845,stuffy nose err,0,1,0,2,1
5846,sooooooo much stuff week,0,1,0,2,1
5847,trying chem lab keeps getting distracted,0,1,2,0,0
5848,like mondays,0,2,0,1,0
5849,kinda dickish yay,0,1,0,2,1
5850,cough cough must get cough drops cough,0,0,0,3,1
5851,trying decide colleges visit,0,1,0,2,1
5852,hope dont much make tomorrowthat go back tomorrow grrrrrr hate sick,0,0,1,2,1
5853,tired sicksick tired go,0,1,0,2,1
5854,tiredjust like usual,0,1,0,2,1
5855,sick yay,0,1,0,2,1
5856,homework,0,3,0,0,0
5857,homecoming,0,1,1,1,0
5858,cat always lands feet toast always lands buttered side happens strap piece toast cats back drop,0,3,0,0,0
5859,minnesingers last night bored today,0,1,0,2,1
5860,picking leaves love fall,0,3,0,0,0
5861,need long weekends,0,2,0,1,0
5862,nervous,0,1,0,2,1
5863,christmas,0,3,0,0,0
5864,north weekend excited,0,0,0,3,1
5865,skiing 2 degree weatherwhat better way celebrate new year,0,2,0,1,0
5866,almost halfway,0,3,0,0,0
5867,ahead semester fly long week best fridays,0,1,0,2,1
5868,must read asher levgrrrr,1,1,0,1,0
5869,ughmonday,0,3,0,0,0
5870,wanna go school tomorrow,0,1,0,2,1
5871,ughmondays,0,3,0,0,0
5872,hmmmwhat mind irks think mighta left atwood last nighteither ignoring today,1,2,0,0,0
5873,confused really stop trying think thursdays,0,1,1,1,0
5874,everything room eatable even im eatable called cannibalism dear children fact frowned upon societies,0,2,1,0,0
5875,dear propane tonight good thinking propane,0,2,1,0,0
5876,saturday,0,3,0,0,0
5877,actually feel like got early anyone,0,2,1,0,0
5878,physics bad favorite equation,0,3,0,0,0
5879,best ahi whole woodland hate physics,0,2,0,1,0
5880,hey dont smoke tijuana itll make crazy grandma hehehhe,0,2,0,1,0
5881,happy friendship day,0,3,0,0,0
5882,want two bunniesthey soooo cute,0,2,0,1,0
5883,graduation pictures stupid expensive buy 1 smallest pictures copy later way cheaper,0,2,0,1,0
5884,best ahi whole world,2,1,0,0,0
5885,dashing ko subhakaamana safari laaihappy dashing,3,0,0,0,0
5886,wanna get two bunniesthey sooo cute,0,2,0,1,0
5887,happy dashing dashing ko subhakamana safari lai,3,0,0,0,0
5888,hard bai haru lai bhai tikka derail derail subhakaamana,3,0,0,0,0
5889,hand oink oink propane swine flu vaccinations shortage til echo come never seem shortage illegal drugs like crystal meth coke hire guys make hand vaccinations,1,1,0,1,0
5890,happy thar,0,3,0,0,0
5891,new england journal medicine reports 9 10 doctors agree 1 10 doctors idiot propane,0,3,0,0,0
5892,swine flu vaccinations shortage til echo come never seem shortage illegal drugs like crystal meth coke hire guys make hand vaccinations jay lend,0,2,1,0,0
5893,go bears proud berkeley alumni go bears oh stanfordyoure never good enough,0,3,0,0,0
5894,go bears proud berkeley alumni go bears,0,1,0,2,1
5895,go bears,0,2,0,1,0
5896,best weekendeating family movie notes little cousin,0,1,0,2,1
5897,proud success bop family memberscongrats everyone got med school dental school grad schoolbest luck,0,2,0,1,0
5898,heres something think come never see headline like psychic wins lottery propane,0,2,1,0,0
5899,uc tuition fees increasing 30 salary uc regents increasing since fee hikers thats tuition money going,0,2,0,1,0
5900,happy nondenominational happy winter kidding happy holidays everyone,0,3,0,0,0
5901,redpurple fuchsia,0,3,0,0,0
5902,american airlines taking doctors nurses haiti free please call 2126979767 spread word looking ways help ups shipping haiti free tomorrow 50 labs anything give round stuff send please report spread word please report,0,3,0,0,0
5903,im sooo lucky good friends family thanks sweet day messages lots love,0,3,0,0,0
5904,ofthe new sims soooo callyou even make friends stuff lonely friend,0,3,0,0,0
5905,propnames sons new car360000 propnames new ring 800000 average cost yrs day party west la 275000 quotes people get touch reality share,0,2,1,0,0
5906,dont take ugly betty air plenty stupid shows air one shows thats actually empowering women speaks real people,0,3,0,0,0
5907,happy lunar year hope filled good health happinessand lots red envelopes,0,3,0,0,0
5908,im ecstatic,0,1,0,2,1
5909,missing great diving dive group propane propnamei need get away,0,0,0,3,1
5910,propane enjoying propnames ith birthday happy birthday miss propane,0,1,0,2,1
5911,im sad im getting plane tomorrow divegroup scuba bonfire instead get work work work fun,0,0,0,3,1
5912,happyto thrilledthat ive finished halloween costumeswith 12 hours spare pictures tomorrow happy halloween everyone,0,1,1,1,0
5913,day repelled vasquez rocks afternoon evening carving pumpkins underwater dive group suv aquatic center throw making two halloween costumes quite saturday pictures follow soon,0,0,0,3,1
5914,proud day today propane asked id take black friday shopping even willing get ridiculous hour days wondering im good mom,0,1,0,2,1
5915,2amwhy sleeping,0,1,0,2,1
5916,another nutcracker weekend propane danced act ii opener chinese fantastic propnames last year audience plans snow tree next year old enough dont know studio keeps coming fresh demand fun ideas congrats girls,0,1,0,2,1
5917,momlicorice christmas tree tis sound season yearguess part turf new kitten,0,2,0,1,0
5918,trying get back eating healthy wagon past days pure gluttony,0,1,1,1,0
5919,orange pink zebra,0,3,0,0,0
5920,oh dear evidently santa nome alaskaalready well past los angeles finally done wrapping think double back visit house merry christmas everyone,0,2,0,1,0
5921,outdid year mini beef wellingtons gorgonzola cheese homemade mac cheese linguini prosciutto frittata endless cheese cauliflower au gratin thing without cheese green beans desserthomemade chocolate chip cookies yule log hand endless martinis plan celebrate making successfully another christmas,0,3,0,0,0
5922,need stop making brownies way avoid working days hate boss waits,0,1,0,2,1
5923,ammo ultrasound biopsy oh quote propnameman feel like womanexcept im thinking meant,0,1,0,2,1
5924,happy summer solstice,0,3,0,0,0
5925,creature took form lovely maiden idea bewitching us many charms hope might get fish,0,3,0,0,0
5926,sacked hallowed heights lion,0,3,0,0,0
5927,tentatively new old job,0,0,0,3,1
5928,iliac 59 pages finally finished translators introduction work progress,0,3,0,0,0
5929,goodbye propane,0,2,0,1,0
5930,today courted beauty thousand fishes rained feet feel,0,2,1,0,0
5931,homesick epic number two,0,3,0,0,0
5932,machetemachetemachete,3,0,0,0,0
5933,wants 1000 points win real tank damn thats good movie,0,3,0,0,0
5934,theres much learn hope wont hard hope snowing day make tear,0,3,0,0,0
5935,wants emergentist,0,1,0,2,1
5936,digging dirt today earned supper,0,2,0,1,0
5937,conclusion roommates check facebook frequently,0,2,0,1,0
5938,got blisters garden today,0,1,1,1,0
5939,ah novelty clipping coupons,0,3,0,0,0
5940,danced grass musicians roof serenaded night,0,2,1,0,0
5941,name part collective,0,2,1,0,0
5942,hello world,0,3,0,0,0
5943,surprised pleased meet propnames freshman roommate bookstore,0,1,0,2,1
5944,hooray friday,0,3,0,0,0
5945,huh chestnuts look eerily like brains,0,3,0,0,0
5946,disturbed come realization game life cruel,0,2,0,1,0
5947,thank kind sentiments,0,3,0,0,0
5948,poetry synthesis hyacinth biscuits,0,3,0,0,0
5949,expect end campus tour huh,0,0,1,2,1
5950,seems acquired mad swank bike,0,1,0,2,1
5951,weekend,0,1,1,1,0
5952,cant decide shes using laundry avoid homework homework avoid laundry,0,2,0,1,0
5953,welcome portland,0,0,1,2,1
5954,happy fall equinox,0,3,0,0,0
5955,unfortunately folk songs autumn grass always trump paper writing back work,0,3,0,0,0
5956,climbing tree search fish,0,3,0,0,0
5957,striding forth undaunted unafraid toward uttermost frontier thought wisdom lures pioneer,0,2,1,0,0
5958,realized degree packing boxes like putting together puzzle ad much fun,0,2,0,1,0
5959,owned bio test read propane tree somewhere,0,0,0,3,1
5960,wild arumpusing happy fall break,0,3,0,0,0
5961,playing guitar howling moon,0,2,0,1,0
5962,coud tell soft feet strangers land,0,3,0,0,0
5963,may suggest giving away dont use need someone worship utilizing potential things need ask friends first add dollars bonfire consumerism bestcookbookever,0,3,0,0,0
5964,thinking digging firepit post new years bonfire folks around interested putting together sort shindig,0,1,0,2,1
5965,4 modified cuddle puddle optimization yay,0,3,0,0,0
5966,trouble making sense coursework three feet new powder stable base made tree skiing orgasmic er,1,2,0,0,0
5967,soy nog lout,3,0,0,0,0
5968,40 weather day leave oregon maine fickle mistress,0,0,0,3,1
5969,got lost bought plant,0,1,0,2,1
5970,dear gods respiratory arrest,0,0,1,2,1
5971,learning selfliberation hooray,0,3,0,0,0
5972,like work play class thingsummer happen often,0,2,0,1,0
5973,3 baking cookies,0,3,0,0,0
5974,ready awesome summer stanford,0,0,0,3,1
5975,im melting,0,1,1,1,0
5976,feel like weekend powwow,0,2,0,1,0
5977,migraine,0,0,0,3,1
5978,must write essays,0,2,1,0,0
5979,picnics,0,2,0,1,0
5980,3 new dentist,0,2,0,1,0
5981,hawaii,0,1,1,1,0
5982,pedicures,0,3,0,0,0
5983,back work,0,1,1,1,0
5984,one week catch likethe vacation,0,2,0,1,0
5985,dancing,0,2,0,1,0
5986,home heights,0,2,1,0,0
5987,breath relief,0,2,0,1,0
5988,catching friends,0,1,0,2,1
5989,3 softball,0,1,1,1,0
5990,project runway,1,2,0,0,0
5991,needs focuses,0,1,0,2,1
5992,senoritas go away please oh take flu,0,0,0,3,1
5993,im going doctor,0,2,0,1,0
5994,happy thanksgiving,0,3,0,0,0
5995,shopping,0,3,0,0,0
5996,home thanksgiving 3,0,2,0,1,0
5997,locked room roommates ras sight,0,0,0,3,1
5998,,2,0,1,0,0
5999,done done done,0,2,1,0,0
6000,stuck airport forever,0,0,0,3,1
6001,best birthday ever 3 surprise dinnergettogetherparty vegas halloween 3 thanks everyone made special,0,1,0,2,1
6002,3 rain im driving,0,3,0,0,0
6003,sleep needs,0,2,0,1,0
6004,christmas vegas family 3,0,0,0,3,1
6005,heading back la,0,0,0,3,1
6006,happy new year decade everyone,0,3,0,0,0
6007,day snowboarding exercise ive break,0,2,0,1,0
6008,agh almost christmas,0,3,0,0,0
6009,three days christmas 3 3,0,3,0,0,0
6010,happy hour crewmates,0,2,1,0,0
6011,shocked grades bad thought,0,2,0,1,0
6012,sooo sick douche bags kick rocks bitches,1,1,0,1,0
6013,3 days pleased woo,0,2,0,1,0
6014,soooo stressed arghwhere katie,0,1,0,2,1
6015,getting ready get crunk party like 1999 holla playa lol,0,2,0,1,0
6016,bitch buti hear one celeb dying drug overdose im going fing lose get together act like adultsridic,0,3,0,0,0
6017,suggests everyone see harry potter bruno great movies,0,3,0,0,0
6018,narrow minded,0,1,2,0,0
6019,keep hating bitches getting started weenie,0,3,0,0,0
6020,toenails look neon sun grunge shadedont get yellow lol,0,3,0,0,0
6021,soooo excited see mu mocha speak today,1,1,1,0,0
6022,wants something fun ideas,0,3,0,0,0
6023,ive got lovely bunch coconuts deedleedee,0,2,0,1,0
6024,skipped gym today willing make dancing going mix woo,0,1,0,2,1
6025,weve done things ashamed anyone saw kanye lend tonight welles soooo bad,0,1,0,2,1
6026,come cowboys,0,2,1,0,0
6027,waiting progressive man wishing gym,0,0,2,1,0
6028,wishing away weekend watch monday night football,0,2,0,1,0
6029,cowboys win,0,2,1,0,0
6030,french tsunami business,1,2,0,0,0
6031,realized im missing loveliest wif,0,2,0,1,0
6032,propane saturday night big night date night saturday night saturday night propane plans huh propane one ha ha ha ha ha,0,1,0,2,1
6033,want carve pumpkin,0,3,0,0,0
6034,ready new day disappointing evening,0,2,0,1,0
6035,yeah buddy cowboys,0,3,0,0,0
6036,everyone think rain time play walk extremely slow heads downto,0,3,0,0,0
6037,oh yes ladies night feeling right oh yes ladies night oh night,0,2,0,1,0
6038,got boom boom pow lol lol lol,1,2,0,0,0
6039,everyone tonight im bored,0,2,0,1,0
6040,sacramento tonight starting badlands woo hoo,0,0,0,3,1
6041,biggest loser lol,0,3,0,0,0
6042,ok assignments midtermthen let festivities begin yayyyyy,0,1,0,2,1
6043,schoolbag real life,0,1,0,2,1
6044,la nova de chuckylol,1,2,0,0,0
6045,hangover klonopin grey ass breakfast festive events bed,0,1,0,2,1
6046,lets go cowboys,0,2,1,0,0
6047,britney song britney song britney song put hands playin song butterfly fly away nodding head like yeah moving hips like yeah oh yes went,0,2,1,0,0
6048,mom playing hard get whos playin hard get lol lol lol,0,2,1,0,0
6049,studying naughty risk risk lol,0,1,0,2,1
6050,davis toxic,0,1,0,2,1
6051,please fill survey ca propane survey group,0,3,0,0,0
6052,feeling productive yee,0,2,0,1,0
6053,realized much missed girls love guys xoxo,0,2,0,1,0
6054,trying find movie onlineany suggestions,0,3,0,0,0
6055,officially addicted twilight books,0,1,1,1,0
6056,restless,0,1,0,2,1
6057,irritated,0,1,0,2,1
6058,camera party,0,3,0,0,0
6059,daaaaaaaaahhhhh tomorrow big day soooo excited,0,1,0,2,1
6060,1 pot coffee little sleep spastic delirious mammy wee,0,1,0,2,1
6061,saw flash changes face commercial yay,0,2,1,0,0
6062,experienced first clarksburg light parade lol,0,1,0,2,1
6063,time studyall done tomorrow night yee,0,2,0,1,0
6064,im agricultural labor much interesting debut ughhhhhhhh definitely narrowing potential career paths,0,1,0,2,1
6065,choose embarrass every chance get ugh,0,3,0,0,0
6066,need another moviedamn insomnia,0,2,0,1,0
6067,wee bit disappointed,0,1,1,1,0
6068,im keels sidewalk high school lol,0,2,0,1,0
6069,omgfinally got next twilight bookyay,0,2,0,1,0
6070,holler good grades woo hoo,0,3,0,0,0
6071,football basketball center court,0,3,0,0,0
6072,bout cowboys yee,0,3,0,0,0
6073,dont tardy party lol,0,2,0,1,0
6074,ummmouchcool cousins christmas makes worthless best tradition ever,0,2,0,1,0
6075,oh booklets ghetto,0,2,1,0,0
6076,believe fly woo believe touch sky think every night day spread wings fly away realllllly need something right lol,0,3,0,0,0
6077,new yearmaybe new hair thinking chocolate brown,0,1,1,1,0
6078,getting ready stalk taylor marshal hints would helpful lol,0,2,1,0,0
6079,trying something little differentbringing new yar sober hopefully reflection year come xoxo,0,0,0,3,1
